100::ffff:ffff:ffff:ffff                # prov.alphonso.tv
2600:1405:6400::17c3:5149               # api.vungle.akadns.net
2600:1405:6400::17c3:5150               # api.vungle.akadns.net
2600:1405:6400::17c3:5153               # api.vungle.akadns.net
2600:1405:7400:14::1726:6485            # ads.abs-cbn.com
2600:1405:7400:14::1726:648b            # api.ad.xiaomi.com
2600:1405:7400:14::1726:648c            # prd1.personalization.centech.glulive.com
2600:1405:7400:14::1726:6490            # prd1.personalization.centech.glulive.com
2600:1405:7400:14::1726:6492            # ujm.hansel.io
2600:1405:7400:14::1726:6498            # ads.abs-cbn.com
2600:1405:7400:14::1726:64a6            # data.mistat.intl.xiaomi.com
2600:1405:7400:14::1726:64a8            # banners.securedataimages.com
2600:1405:7400:14::1726:64ab            # api.ad.xiaomi.com
2600:1405:7400:14::1726:64ac            # data.mistat.intl.xiaomi.com
2600:1405:7400:14::1726:64be            # banners.securedataimages.com
2600:1405:7400:1d::17c2:7f2e            # ads.mycricket.com
2600:1405:7400:1d::17c2:7f32            # www.benaughty.com
2600:1405:7400:1d::17c2:7f35            # ads.mycricket.com
2600:1405:7400:1d::17c2:7f37            # www.benaughty.com
2600:1405:7400:1d::17c2:7f38            # smetrics.redhat.com
2600:1405:7400:1d::17c2:7f3a            # rtapi.abbi.io
2600:1405:7400:1d::17c2:7f3b            # analytics.lucid.app
2600:1405:7400:1d::17c2:7f3d            # rtapi.abbi.io
2600:1405:7400:1d::17c2:7f3e            # www.askme4date.com
2600:1405:7400:1d::17c2:7f40            # resources.crowdtwist.com
2600:1405:7400:1d::17c2:7f44            # analytics.lucid.app
2600:1405:7400:1d::17c2:7f48            # resources.crowdtwist.com
2600:1405:7400:27::17d3:7cc2            # ib.mookie1.com
2600:1405:7400:27::17d3:7cc4            # ib.mookie1.com
2600:1405:7400:27::17d3:7cc7            # mookie1.com
2600:1405:7400:27::17d3:7ccb            # mdp-appconf-sg.heytapdl.com
2600:1405:7400:27::17d3:7ccc            # persgroepadvertising.nl
2600:1405:7400:27::17d3:7ccf            # mdp-appconf-sg.heytapdl.com
2600:1405:7400:27::17d3:7cd0            # persgroepadvertising.nl
2600:1405:7400:285::27ae                # san.push.io.edgekey.net
2600:1405:7400:287::11a6                # wildcard46.akstat.io.edgekey.net
2600:1405:7400:291::11a6                # 17de4c17.akstat.io
2600:1405:7400:292::11a6                # 17de4c17.akstat.io
2600:1405:7400:29::17d3:7ca2            # cdn1.smartadserver.com
2600:1405:7400:29::17d3:7ca3            # video.bttrack.com
2600:1405:7400:29::17d3:7ca4            # k3vzn.flx10.com
2600:1405:7400:29::17d3:7ca5            # macro.adnami.io
2600:1405:7400:29::17d3:7ca6            # cdn.lfstmedia.com
2600:1405:7400:29::17d3:7ca7            # cdn1.smartadserver.com
2600:1405:7400:29::17d3:7ca8            # cdn.n.dynstc.com
2600:1405:7400:29::17d3:7caa            # ak-ns.sascdn.com
2600:1405:7400:29::17d3:7cab            # cdn.revjet.com
2600:1405:7400:29::17d3:7cad            # video.bttrack.com
2600:1405:7400:29::17d3:7cae            # cstatic.weborama.fr
2600:1405:7400:29::17d3:7caf            # macro.adnami.io
2600:1405:7400:29d::2d83                # analytics.libertymutual.com.edgekey.net
2600:1405:7400:29f::11a6                # 17de4c17.akstat.io
2600:1405:7400:2a0::11a6                # 17de4c17.akstat.io
2600:1405:7400:2a0::27ae                # san.push.io.edgekey.net
2600:1405:7400:2a2::11a6                # 17de4c17.akstat.io
2600:1405:7400:2a2::2d83                # analytics.libertymutual.com.edgekey.net
2600:1405:7400:2b::17d3:7c86            # api.ibeat-analytics.com
2600:1405:7400:2b::17d3:7c87            # swa.metro.co.uk
2600:1405:7400:2b::17d3:7c88            # static.clmbtech.com
2600:1405:7400:2b::17d3:7c89            # static.clmbtech.com
2600:1405:7400:2b::17d3:7c8b            # growthrx.in
2600:1405:7400:2b::17d3:7c93            # swa.metro.co.uk
2600:1405:7400:580::16c2                # mads.dailymail.co.uk
2600:1405:7400:580::7ca                 # js.rfp.fout.jp
2600:1405:7400:581::24c5                # ads-d.viber.com
2600:1405:7400:582::24c5                # ads-d.viber.com
2600:1405:7400:582::26e5                # p.teads.tv
2600:1405:7400:583::14a9                # cdn-3.convertexperiments.com
2600:1405:7400:583::1833                # v6analytics.htmedia.in.edgekey.net
2600:1405:7400:584::1dbe                # static.innovid.com
2600:1405:7400:584::26e5                # p.teads.tv
2600:1405:7400:587::107c                # socdm.com
2600:1405:7400:587::14a9                # cdn-3.convertexperiments.com
2600:1405:7400:587::22e9                # metrics.hackerrank.com.edgekey.net
2600:1405:7400:588::1833                # v6analytics.htmedia.in.edgekey.net
2600:1405:7400:58b::11ae                # iad.anm.co.uk
2600:1405:7400:58b::7ca                 # js.rfp.fout.jp
2600:1405:7400:58c::107c                # socdm.com
2600:1405:7400:58c::1c64                # tracker.freecharge.in
2600:1405:7400:58e::1dbe                # static.innovid.com
2600:1405:7400:590::11ae                # iad.anm.co.uk
2600:1405:7400:592::16c2                # mads.dailymail.co.uk
2600:1405:7400:593::1c64                # tracker.freecharge.in
2600:1405:7400:593::22e9                # metrics.hackerrank.com.edgekey.net
2600:1405:7400:593::268b                # scdn.cxense.com
2600:1405:7400:594::268b                # scdn.cxense.com
2600:1405:7400:78f::11a6                # c.go-mpulse.net
2600:1405:7400:793::11a6                # c.go-mpulse.net
2600:1405:7400:797::11a6                # c.go-mpulse.net
2600:1405:7400:79e::11a6                # c.go-mpulse.net
2600:1405:7400:7a2::11a6                # c.go-mpulse.net
2600:1405:7400:8::172d:7b2e             # service.hotstar.com
2600:1405:7400:8::172d:7b32             # service.hotstar.com
2600:1405:7400:8::172d:7b38             # service.hotstar.com
2600:1405:7400:8::172d:7b3a             # service.hotstar.com
2600:1405:7400:8::172d:7b49             # service.hotstar.com
2600:1405:7400:8::172d:7b4b             # www.addthis.com
2600:1405:7400:984::26e5                # s8t.teads.tv
2600:1405:7400:986::143a                # mobileads.indiatimes.com
2600:1405:7400:988::143a                # mobileads.indiatimes.com
2600:1405:7400:988::24e8                # ads.ndtv1.com
2600:1405:7400:989::24e8                # ads.ndtv1.com
2600:1405:7400:98f::26e5                # s8t.teads.tv
2600:1405:7400:a82::3a30                # stats.defense.gov
2600:1405:7400:a87::3a30                # stats.defense.gov
2600:1405:7400:b88::21aa                # analytics.rogersmedia.com
2600:1405:7400:b8c::21aa                # analytics.rogersmedia.com
2600:1405:7400:c80::1dbe                # s-a.innovid.com
2600:1405:7400:c82::12c5                # ca.iadsdk.apple.com
2600:1405:7400:c83::16c2                # crta.dailymail.co.uk
2600:1405:7400:c83::17ae                # campaign.bharatmatrimony.com
2600:1405:7400:c84::27dc                # ipv6-wildcard.applovin.com.edgekey.net
2600:1405:7400:c84::ebe                 # tags.news.com.au
2600:1405:7400:c85::1dbe                # s-a.innovid.com
2600:1405:7400:c86::ebe                 # tags.news.com.au
2600:1405:7400:c87::3857                # ibeat.indiatimes.com
2600:1405:7400:c88::11ae                # cmp.dmgmediaprivacy.co.uk
2600:1405:7400:c88::16c2                # crta.dailymail.co.uk
2600:1405:7400:c88::3857                # ibeat.indiatimes.com
2600:1405:7400:c88::e96                 # smetrics.bedbathandbeyond.com
2600:1405:7400:c8a::11ae                # cmp.dmgmediaprivacy.co.uk
2600:1405:7400:c8a::12c5                # ca.iadsdk.apple.com
2600:1405:7400:c8a::ebe                 # tags.news.com.au
2600:1405:7400:c8b::12b4                # go.dhs.gov
2600:1405:7400:c8b::17ae                # campaign.bharatmatrimony.com
2600:1405:7400:c8c::e96                 # smetrics.bedbathandbeyond.com
2600:1405:7400:c8d::3134                # sdc.cnn.com
2600:1405:7400:c8e::3134                # sdc.cnn.com
2600:1405:7400:c8e::ebe                 # tags.news.com.au
2600:1405:7400:c8f::12b4                # go.dhs.gov
2600:1405:7400:c8f::27dc                # ipv6-wildcard.applovin.com.edgekey.net
2600:1405:7400:c8f::ebe                 # tags.news.com.au
2600:1405:7400:d00::17d7:dfcf           # cdn.doubleverify.com
2600:1405:7400:d00::17d7:dfd0           # cdn.doubleverify.com
2600:1405:7400:d01::17d9:952            # api16-dual-event-sg2.pangle.io
2600:1405:7400:d01::17d9:955            # cdn.doubleverify.com
2600:1405:7400:d02::17d7:df89           # cdn.doubleverify.com
2600:1405:7400:d02::17d7:df8f           # api16-dual-event-sg2.pangle.io
2600:1405:7400:d02::17d7:df95           # cdn3.doubleverify.com
2600:1405:7400:d03::17d9:912            # cdn3.doubleverify.com
2600:1405:7400:d::17d9:985              # geo.nbcsports.com
2600:1405:7400:d::17d9:994              # geo.nbcsports.com
2600:1405:7400:d::17d9:99d              # ds-aksb-a.akamaihd.net
2600:1405:7400:d::17d9:9a7              # video-ads-module.ad-tech.nbcuni.com
2600:1405:7400:d::17d9:9ad              # ds-aksb-a.akamaihd.net
2600:1405:7400:d::17d9:9af              # video-ads-module.ad-tech.nbcuni.com
2600:140a:5000:12::17de:11e7            # grapeshot.co.uk
2600:140a:5000:12::17de:11eb            # grapeshot.co.uk
2600:1803:10a::2c                       # gcads.osdn.com
2600:1803:10a::49                       # specilized.com
2600:1803:10a::60                       # themecounter.com
2600:1803:10b::54                       # themecounter.com
2600:1803:10b::6b                       # gcads.osdn.com
2600:1803:10b::77                       # specilized.com
2600:1803:10c::24                       # specilized.com
2600:1803:10c::d                        # gcads.osdn.com
2600:1803:10c::e                        # themecounter.com
2600:1803:10d::30                       # themecounter.com
2600:1803:10d::7a                       # gcads.osdn.com
2600:1803:10d::7e                       # specilized.com
2600:1900:4001:96e:8000:1:291:4da2      # investbooking.de
2600:1900:4001:96e:8000:1:2a07:2810     # cdn.yldbt.com
2600:1900:4001:96e:8000:1:37c2:1e67     # nlocalhost.wordtheminer.com
2600:1900:4001:96e:8000:1:39ec:8bc8     # ussdns01.heketwe.com
2600:1900:4001:96e:8000:1:60dd:b03e     # adv.addeluxe.jp
2600:1900:4001:96e:8000:1:9320:9fed     # krakenfolio.com
2600:1900:4001:96e:8000:1:936d:a0f2     # log.adywind.com
2600:1900:4001:96e:8000:1:b451:90a6     # adpxl.co
2600:1900:4001:96e:8000:1:be9f:887      # cdnimages.xyz
2600:1900:4001:96e:8000:1:f73f:889f     # exe.bid
2600:1900:4040:bfb:0:3ce::              # na.smartadserver.com
2600:1900:4040:bfb:0:3dd::              # na.smartadserver.com
2600:1900:4040:bfb:0:3e1::              # na.smartadserver.com
2600:1900:4040:bfb:0:3e4::              # na.smartadserver.com
2600:1900:4040:bfb:0:3ea::              # na.smartadserver.com
2600:1900:4040:bfb:0:3eb::              # na.smartadserver.com
2600:1900:4040:bfb:0:3ec::              # na.smartadserver.com
2600:1900:4040:bfb:0:3ee::              # na.smartadserver.com
2600:1900:4040:bfb:0:3f1::              # na.smartadserver.com
2600:1900:4040:bfb:0:3f2::              # na.smartadserver.com
2600:1900:4040:bfb:0:3f3::              # na.smartadserver.com
2600:1900:4040:bfb:0:3f7::              # na.smartadserver.com
2600:1900:4040:bfb:0:3f8::              # na.smartadserver.com
2600:1900:4040:bfb:0:3fa::              # na.smartadserver.com
2600:1900:4040:bfb:0:3fd::              # na.smartadserver.com
2600:1900:4040:bfb:0:3ff::              # na.smartadserver.com
2600:1900:4040:bfb:0:405::              # na.smartadserver.com
2600:1900:4040:bfb:0:406::              # na.smartadserver.com
2600:1900:4040:bfb:0:409::              # na.smartadserver.com
2600:1900:4040:bfb:0:40b::              # na.smartadserver.com
2600:1900:4040:bfb:0:40f::              # na.smartadserver.com
2600:1900:4040:bfb:0:410::              # na.smartadserver.com
2600:1900:4040:bfb:0:411::              # na.smartadserver.com
2600:1900:4040:bfb:0:415::              # na.smartadserver.com
2600:1900:4040:bfb:0:419::              # na.smartadserver.com
2600:1900:4040:bfb:0:41e::              # na.smartadserver.com
2600:1900:4040:bfb:0:423::              # na.smartadserver.com
2600:1900:4040:bfb:0:425::              # na.smartadserver.com
2600:1900:4040:bfb:0:426::              # na.smartadserver.com
2600:1900:4040:bfb:0:42c::              # na.smartadserver.com
2600:1900:4090:356b:0:12c::             # austin.logs.roku.com
2600:1900:4090:356b:0:152::             # mobile.logs.roku.com
2600:1900:4090:356b:0:163::             # austin.logs.roku.com
2600:1900:4090:356b:0:166::             # austin.logs.roku.com
2600:1900:4090:356b:0:17c::             # scribe.logs.roku.com
2600:1900:4090:356b:0:183::             # scribe.logs.roku.com
2600:1900:4090:356b:0:186::             # mobile.logs.roku.com
2600:1900:4090:356b:0:1a9::             # scribe.logs.roku.com
2600:1900:4090:356b:0:1e7::             # mobile.logs.roku.com
2600:1900:4090:356b:0:221::             # scribe.logs.roku.com
2600:1900:4090:356b:0:233::             # mobile.logs.roku.com
2600:1900:4090:356b:0:236::             # mobile.logs.roku.com
2600:1900:4090:356b:0:23b::             # mobile.logs.roku.com
2600:1900:4090:356b:0:23c::             # mobile.logs.roku.com
2600:1900:4090:356b:0:259::             # scribe.logs.roku.com
2600:1900:4090:356b:0:262::             # scribe.logs.roku.com
2600:1900:4090:356b:0:264::             # scribe.logs.roku.com
2600:1900:4090:356b:0:385::             # scribe.logs.roku.com
2600:1900:4090:356b:0:53::              # mobile.logs.roku.com
2600:1900:4090:696:0:3::                # r2.visualwebsiteoptimizer.com
2600:1900:4090:696:0:5::                # r3.visualwebsiteoptimizer.com
2600:1900:4090:696::                    # r1.visualwebsiteoptimizer.com
2600:1900:4240:200::                    # www.statement-jmpb6tzzeq-uc.a.run.app
2600:1900:4241:200::                    # www.statement-jmpb6tzzeq-uc.a.run.app
2600:1900:4242:200::                    # www.statement-jmpb6tzzeq-uc.a.run.app
2600:1900:4243:200::                    # www.statement-jmpb6tzzeq-uc.a.run.app
2600:1900:4244:200::                    # www.statement-jmpb6tzzeq-uc.a.run.app
2600:1900:4245:200::                    # www.statement-jmpb6tzzeq-uc.a.run.app
2600:1901:0:1023::                      # recommends.media.net
2600:1901:0:108d::1                     # ak0gsh40.com
2600:1901:0:10ab::                      # res1.applovin.com
2600:1901:0:119::                       # tracking.thinkabt.com
2600:1901:0:15bb::                      # balanced-collect.deltadna.net
2600:1901:0:18e2::                      # aswpapius.com
2600:1901:0:1c55::1                     # absorbingband.com
2600:1901:0:201::                       # app.pendo.io
2600:1901:0:298e::                      # aux.fqtag.com
2600:1901:0:29eb::1                     # cardmethod.com
2600:1901:0:2b4c::1                     # actuallysheep.com
2600:1901:0:302f::                      # co.vaicore.site
2600:1901:0:3127::                      # stage-pdn.applovin.com
2600:1901:0:3543::                      # assets.narvar.com
2600:1901:0:3ef3::1                     # aloofvest.com
2600:1901:0:4141::1                     # cautiouscredit.com
2600:1901:0:449::                       # dash.applovin.com
2600:1901:0:4535::                      # partners-hotwire-com.impactradius.com
2600:1901:0:4785::1                     # accountsdoor.com
2600:1901:0:4977::                      # remote-data.asnapieu.com
2600:1901:0:498c::                      # cdn.mxpnl.com
2600:1901:0:4f2d::                      # static.fuseplatform.net
2600:1901:0:51b9::                      # 2026pasi-eu.com
2600:1901:0:5233::1                     # lovelydrum.com
2600:1901:0:552d::1                     # absolutering.com
2600:1901:0:5736::                      # rt.applovin.com
2600:1901:0:573e::                      # stage-assets.applovin.com
2600:1901:0:5d61::                      # api.omnilocal.ai
2600:1901:0:5e8a::                      # o209266.ingest.us.sentry.io
2600:1901:0:61cb::1                     # 4jnzhl0d0.com
2600:1901:0:6b2b::1                     # steadfastseat.com
2600:1901:0:7513::1                     # bidpapers.com
2600:1901:0:7628::                      # tr6.snapchat.com
2600:1901:0:76fe::                      # adserver.shadow.snapads.com
2600:1901:0:7993::                      # assets.applovin.com
2600:1901:0:7aa4::1                     # bastingart.com
2600:1901:0:7af::                       # control.kochava.com
2600:1901:0:7b8a::                      # komolot.gitlab.io
2600:1901:0:7c7::                       # collect.adsorb.com
2600:1901:0:7f7d::                      # dev.visualwebsiteoptimizer.com
2600:1901:0:80::                        # aw.dw.impact-ad.jp
2600:1901:0:84f4::80                    # ad.infoseek.com
2600:1901:0:8956::                      # pushid-noneu.truecaller.com
2600:1901:0:8de6::                      # ads-resources.waze.com
2600:1901:0:8e3e::                      # web-sdk.control.kochava.com
2600:1901:0:9096::                      # smart.link
2600:1901:0:9e3::                       # stage-img.applovin.com
